title,question,expected_answer,generated_answer,is_similar
Hunting,What was hunting in North American in the 19th century used to supplement? ,food supplies,['Hunting in North America in the 19th century was primarily used to supplement food supplies.'],4
Hunting,What did large herds of bison attract?,market hunters,"['Large herds of bison attracted market hunters, who killed dozens of bison for their hides, often leaving the rest to rot.']",7
Portugal,What is the oldest medical college in Asia?,the Escola Médico-Cirúrgica of Goa,"['The oldest medical college in Asia is the Escola Médico-Cirúrgica of Goa, established in 1842.']",8
War_on_Terror,Which war gave birth to al-Qaeda?,the Soviet war in Afghanistan,['The origins of al-Qaeda can be traced to the Soviet war in Afghanistan (December 1979 – February 1989).'],8
Dissolution_of_the_Soviet_Union,Who was fired by Gorbachev causing riots?,Dinmukhamed Konayev,"['Gorbachev fired Kamran Baghirov, which contributed to the tensions that led to riots in Azerbaijan.']",0
Himachal_Pradesh,What does HIma mean in Sanskirt?,snow,"['Hima means ""snow"" in Sanskrit.']",7
Adolescence,Adolescent cultural differences are especially visible in which type of autonomy?,Behavioral,['Adolescent cultural differences are especially visible in behavioral autonomy.'],3
Southampton,What was the former name of the Volvo Ocean Race?,the Whitbread Around the World Yacht Race,['The former name of the Volvo Ocean Race was the Whitbread Round the World Race.'],8
Modern_history,Who did the Bolsheviks make peace with?,the German Empire,"[""The Bolsheviks made peace with Germany through the Treaty of Brest-Litovsk, signed on March 3, 1918, which ended Russia's involvement in World War I.""]",2
Geography_of_the_United_States,What type of flats compose the Great Basin?,salt flats,['The Great Basin consists of salt flats and drainage basins.'],7
New_York_City,When was as African burial ground discovered after the building of new courthouse?,1990s,"['The context provided does not explicitly mention the discovery of an African burial ground in relation to the building of a new courthouse. However, it can be inferred that African burial grounds have been discovered in various places and contexts, particularly in urban areas where new construction has taken place. The specific date of such a discovery related to a new courthouse is not included in the provided contexts. Therefore, without further information, I cannot provide an exact date.']",0
Everton_F.C.,"How many fans were in attendance during Everton's match against Liverpool on September 18, 1948?","78,299","[""The attendance during Everton's match against Liverpool on September 18, 1948, was 78,299 fans.""]",9
Universal_Studios,What sort of films were produced by Red Feather?,low-budget programmers,"['Red Feather produced low-budget programmers, which were smaller-scale films typically aimed at a niche audience. They also had a division called Bluebird that focused on more ambitious productions, and another division called Jewel, which was dedicated to their prestige motion pictures.']",7
Gramophone_record,How widespread was the success of CD-4 format? ,even less successful than the two matrixed formats,"[""The success of the CD-4 format was limited and did not achieve widespread adoption. Although it offered a capability for four-channel (quadraphonic) sound, it was overshadowed by other formats and did not capture a significant share of the market. As a result, it didn't become a mainstream audio format like the standard CD did, which dominated the at-home music market after its introduction in the 1980s. The primary focus for CDs remained on two-channel stereo sound, which contributed to the overall success of CDs, while CD-4 remained relatively niche.""]",5
Black_people,How many East African and black people live in Israel?,"About 150,000","['The provided contexts do not give a specific number of East African and black people living in Israel. However, it mentions that Israel is home to over 5,000 members of the African Hebrew Israelites of Jerusalem movement, who are of African American descent. Additionally, there are ""unknown numbers of black converts to Judaism,"" predominantly from the United Kingdom, Canada, and the United States. Therefore, while there are some identifiable groups, a precise total population figure for East Africans and black people in Israel is not specified.']",2
